verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_constr,cmpl_det,dir_he,preposition_1,preposition_2,preposition_3,preposition_4
138077,CWB[,MT,Judges,17,3,>CJBNW,W JCB >T >LP W M>H H KSP L >MW W T>MR >MW HQDC HQDCTJ >T H KSP L JHWH M JDJ L BNJ L <FWT PSL W MSKH W <TH >CJBNW LK,>CJBNW LK,,LK,prep,det,0,LK,,,
138080,CWB[,MT,Judges,17,4,JCB,W JCB >T H KSP L >MW W TQX >MW M>TJM KSP W TTNHW L YWRP W J<FHW PSL W MSKH W JHJ B BJT MJKJHW,W JCB >T H KSP L >MW,,L >MW,prep,det,0,L,,,
138162,HLK[,MT,Judges,17,8,JLK,W JLK H >JC M H <JR M BJT_LXM JHWDH L GWR B >CR JMY> W JB> HR >PRJM <D BJT MJKH L <FWT DRKW,W JLK H >JC M H <JR M BJT_LXM JHWDH,H >JC,M H <JR M BJT_LXM JHWDH,prep + prep,det,0,M,M,,
138177,BW>[,MT,Judges,17,8,JB>,W JLK H >JC M H <JR M BJT_LXM JHWDH L GWR B >CR JMY> W JB> HR >PRJM <D BJT MJKH L <FWT DRKW,W JB> HR >PRJM <D BJT MJKH,,HR >PRJM <D BJT MJKH,prep,det,0,<D,,,
138192,BW>[,MT,Judges,17,9,TBW>,W J>MR LW MJKH M >JN TBW> W J>MR >LJW LWJ >NKJ M BJT_LXM JHWDH W >NKJ HLK L GWR B >CR >MY>,M >JN TBW>,,M >JN,prep,det,0,M,,,
138203,HLK[,MT,Judges,17,9,HLK,W J>MR LW MJKH M >JN TBW> W J>MR >LJW LWJ >NKJ M BJT_LXM JHWDH W >NKJ HLK L GWR B >CR >MY>,W >NKJ HLK,>NKJ,no complement,,,,,,,
138319,NPL[,MT,Judges,18,1,NPLH,B JMJM H HM >JN MLK B JFR>L W B JMJM H HM CBV H DNJ MBQC LW NXLH L CBT KJ L> NPLH LW <D H JWM H HW> B TWK CBVJ JFR>L B NXLH,KJ L> NPLH LW <D H JWM H HW> B TWK CBVJ JFR>L B NXLH,,LW,prep,det,0,LW,,,
138319,NPL[,MT,Judges,18,1,NPLH,B JMJM H HM >JN MLK B JFR>L W B JMJM H HM CBV H DNJ MBQC LW NXLH L CBT KJ L> NPLH LW <D H JWM H HW> B TWK CBVJ JFR>L B NXLH,KJ L> NPLH LW <D H JWM H HW> B TWK CBVJ JFR>L B NXLH,,B NXLH,prep,det,0,B,,,
138544,BW>[,MT,Judges,18,10,B>KM,K B>KM TB>W >L <M BVX W H >RY RXBT JDJM KJ NTNH >LHJM B JDKM MQWM >CR >JN CM MXSWR KL DBR >CR B >RY,K B>KM,,no complement,,,,,,,
138545,BW>[,MT,Judges,18,10,TB>W,K B>KM TB>W >L <M BVX W H >RY RXBT JDJM KJ NTNH >LHJM B JDKM MQWM >CR >JN CM MXSWR KL DBR >CR B >RY,TB>W >L <M BVX,,>L <M BVX,prep,det,0,>L,,,
138590,<LH[,MT,Judges,18,12,J<LW,W J<LW W JXNW B QRJT_J<RJM B JHWDH <L KN QR>W L MQWM H HW> MXNH_DN <D H JWM H ZH HNH >XRJ QRJT_J<RJM,W J<LW,,no complement,,,,,,,
138615,<BR[,MT,Judges,18,13,J<BRW,W J<BRW M CM HR >PRJM W JB>W <D BJT MJKH,W J<BRW M CM HR >PRJM,,M CM,prep,det,0,M,,,
138615,<BR[,MT,Judges,18,13,J<BRW,W J<BRW M CM HR >PRJM W JB>W <D BJT MJKH,W J<BRW M CM HR >PRJM,,HR >PRJM,vc,det,0,,,,
138621,BW>[,MT,Judges,18,13,JB>W,W J<BRW M CM HR >PRJM W JB>W <D BJT MJKH,W JB>W <D BJT MJKH,,<D BJT MJKH,prep,det,0,<D,,,
138631,HLK[,MT,Judges,18,14,HLKJM,W J<NW XMCT H >NCJM H HLKJM L RGL >T H >RY LJC W J>MRW >L >XJHM H JD<TM KJ JC B BTJM H >LH >PWD W TRPJM W PSL W MSKH W <TH D<W MH T<FW,H HLKJM,,no complement,,,,,,,
138664,SWR[,MT,Judges,18,15,JSWRW,W JSWRW CMH W JB>W >L BJT H N<R H LWJ BJT MJKH W JC>LW LW L CLWM,W JSWRW CMH,,CMH,dir_he,det,1,,,,
138667,BW>[,MT,Judges,18,15,JB>W,W JSWRW CMH W JB>W >L BJT H N<R H LWJ BJT MJKH W JC>LW LW L CLWM,W JB>W >L BJT H N<R H LWJ BJT MJKH,,>L BJT H N<R H LWJ BJT MJKH,prep,det,0,>L,,,
138697,<LH[,MT,Judges,18,17,J<LW,W J<LW XMCT H >NCJM H HLKJM L RGL >T H >RY B>W CMH LQXW >T H PSL W >T H >PWD W >T H TRPJM W >T H MSKH W H KHN NYB PTX H C<R W CC M>WT H >JC H XGWR KLJ H MLXMH,W J<LW XMCT H >NCJM,XMCT H >NCJM,no complement,,,,,,,
138702,HLK[,MT,Judges,18,17,HLKJM,W J<LW XMCT H >NCJM H HLKJM L RGL >T H >RY B>W CMH LQXW >T H PSL W >T H >PWD W >T H TRPJM W >T H MSKH W H KHN NYB PTX H C<R W CC M>WT H >JC H XGWR KLJ H MLXMH,H HLKJM,,no complement,,,,,,,
138708,BW>[,MT,Judges,18,17,B>W,W J<LW XMCT H >NCJM H HLKJM L RGL >T H >RY B>W CMH LQXW >T H PSL W >T H >PWD W >T H TRPJM W >T H MSKH W H KHN NYB PTX H C<R W CC M>WT H >JC H XGWR KLJ H MLXMH,B>W CMH,,CMH,dir_he,det,1,,,,
138745,BW>[,MT,Judges,18,18,B>W,W >LH B>W BJT MJKH W JQXW >T PSL H >PWD W >T H TRPJM W >T H MSKH W J>MR >LJHM H KHN MH >TM <FJM,W >LH B>W BJT MJKH,>LH,BJT MJKH,vc,det,0,,,,
138779,HLK[,MT,Judges,18,19,LK,W J>MRW LW HXRC FJM JDK <L PJK W LK <MNW W HJH LNW L >B W L KHN H VWB HJWTK KHN L BJT >JC >XD >W HJWTK KHN L CBV W L MCPXH B JFR>L,W LK <MNW,,<MNW,prep,det,0,<MNW,,,
138361,HLK[,MT,Judges,18,2,LKW,W JCLXW BNJ DN M MCPXTM XMCH >NCJM M QYWTM >NCJM BNJ XJL M YR<H W M >CT>L L RGL >T H >RY W L XQRH W J>MRW >LHM LKW XQRW >T H >RY W JB>W HR >PRJM <D BJT MJKH W JLJNW CM,LKW,,no complement,,,,,,,
138367,BW>[,MT,Judges,18,2,JB>W,W JCLXW BNJ DN M MCPXTM XMCH >NCJM M QYWTM >NCJM BNJ XJL M YR<H W M >CT>L L RGL >T H >RY W L XQRH W J>MRW >LHM LKW XQRW >T H >RY W JB>W HR >PRJM <D BJT MJKH W JLJNW CM,W JB>W HR >PRJM <D BJT MJKH,,HR >PRJM <D BJT MJKH,prep,det,0,<D,,,
138826,BW>[,MT,Judges,18,20,JB>,W JJVB LB H KHN W JQX >T H >PWD W >T H TRPJM W >T H PSL W JB> B QRB H <M,W JB> B QRB H <M,,B QRB H <M,prep,det,0,B,,,
138834,HLK[,MT,Judges,18,21,JLKW,W JPNW W JLKW W JFJMW >T H VP W >T H MQNH W >T H KBWDH L PNJHM,W JLKW,,no complement,,,,,,,
138900,HLK[,MT,Judges,18,24,TLKW,W J>MR >T >LHJ >CR <FJTJ LQXTM W >T H KHN W TLKW W MH LJ <WD W MH ZH T>MRW >LJ MH LK,W TLKW,,no complement,,,,,,,
138934,HLK[,MT,Judges,18,26,JLKW,W JLKW BNJ DN L DRKM W JR> MJKH KJ XZQJM HMH MMNW W JPN W JCB >L BJTW,W JLKW BNJ DN L DRKM,BNJ DN,L DRKM,prep,det,0,L,,,
138949,CWB[,MT,Judges,18,26,JCB,W JLKW BNJ DN L DRKM W JR> MJKH KJ XZQJM HMH MMNW W JPN W JCB >L BJTW,W JCB >L BJTW,,>L BJTW,prep,det,0,>L,,,
138967,BW>[,MT,Judges,18,27,JB>W,W HMH LQXW >T >CR <FH MJKH W >T H KHN >CR HJH LW W JB>W <L LJC <L <M CQV W BVX W JKW >WTM L PJ XRB W >T H <JR FRPW B >C,W JB>W <L LJC <L <M CQV W BVX,,<L LJC,prep,det,0,<L,,,
138967,BW>[,MT,Judges,18,27,JB>W,W HMH LQXW >T >CR <FH MJKH W >T H KHN >CR HJH LW W JB>W <L LJC <L <M CQV W BVX W JKW >WTM L PJ XRB W >T H <JR FRPW B >C,W JB>W <L LJC <L <M CQV W BVX,,<L <M CQV W BVX,prep,det,0,<L,,,
138390,SWR[,MT,Judges,18,3,JSWRW,HMH <M BJT MJKH W HMH HKJRW >T QWL H N<R H LWJ W JSWRW CM W J>MRW LW MJ HBJ>K HLM W MH >TH <FH B ZH W MH LK PH,W JSWRW CM,,CM,vc,det,0,,,,
138396,BW>[,MT,Judges,18,3,HBJ>K,HMH <M BJT MJKH W HMH HKJRW >T QWL H N<R H LWJ W JSWRW CM W J>MRW LW MJ HBJ>K HLM W MH >TH <FH B ZH W MH LK PH,MJ HBJ>K HLM,MJ,HLM,vc,det,0,,,,
139067,GLH[,MT,Judges,18,30,GLWT,W JQJMW LHM BNJ DN >T H PSL W JHWNTN BN GRCM BN MNCH HW> W BNJW HJW KHNJM L CBV H DNJ <D JWM GLWT H >RY,GLWT H >RY,H >RY,no complement,,,,,,,
138440,HLK[,MT,Judges,18,5,HLKJM,W J>MRW LW C>L N> B >LHJM W ND<H H TYLJX DRKNW >CR >NXNW HLKJM <LJH,>CR >NXNW HLKJM <LJH,>NXNW,<LJH,prep,det,0,<LJH,,,
138447,HLK[,MT,Judges,18,6,LKW,W J>MR LHM H KHN LKW L CLWM NKX JHWH DRKKM >CR TLKW BH,LKW L CLWM,,no complement,,,,,,,
138454,HLK[,MT,Judges,18,6,TLKW,W J>MR LHM H KHN LKW L CLWM NKX JHWH DRKKM >CR TLKW BH,>CR TLKW BH,,BH,prep,det,0,BH,,,
138457,HLK[,MT,Judges,18,7,JLKW,W JLKW XMCT H >NCJM W JB>W LJCH W JR>W >T H <M >CR B QRBH JWCBT L BVX K MCPV YDNJM CQV W BVX W >JN MKLJM DBR B >RY JWRC <YR W RXQJM HMH M YDNJM W DBR >JN LHM <M >DM,W JLKW XMCT H >NCJM,XMCT H >NCJM,no complement,,,,,,,
138462,BW>[,MT,Judges,18,7,JB>W,W JLKW XMCT H >NCJM W JB>W LJCH W JR>W >T H <M >CR B QRBH JWCBT L BVX K MCPV YDNJM CQV W BVX W >JN MKLJM DBR B >RY JWRC <YR W RXQJM HMH M YDNJM W DBR >JN LHM <M >DM,W JB>W LJCH,,LJCH,dir_he,det,1,,,,
138502,BW>[,MT,Judges,18,8,JB>W,W JB>W >L >XJHM YR<H W >CT>L W J>MRW LHM >XJHM MH >TM,W JB>W >L >XJHM YR<H W >CT>L,,>L >XJHM,prep,det,0,>L,,,
138502,BW>[,MT,Judges,18,8,JB>W,W JB>W >L >XJHM YR<H W >CT>L W J>MRW LHM >XJHM MH >TM,W JB>W >L >XJHM YR<H W >CT>L,,YR<H W >CT>L,vc,det,0,,,,
138518,<LH[,MT,Judges,18,9,N<LH,W J>MRW QWMH W N<LH <LJHM KJ R>JNW >T H >RY W HNH VWBH M>D W >TM MXCJM >L T<YLW L LKT L B> L RCT >T H >RY,W N<LH <LJHM,,<LJHM,prep,det,0,<LJHM,,,
138535,HLK[,MT,Judges,18,9,LKT,W J>MRW QWMH W N<LH <LJHM KJ R>JNW >T H >RY W HNH VWBH M>D W >TM MXCJM >L T<YLW L LKT L B> L RCT >T H >RY,L LKT,,no complement,,,,,,,
138537,BW>[,MT,Judges,18,9,B>,W J>MRW QWMH W N<LH <LJHM KJ R>JNW >T H >RY W HNH VWBH M>D W >TM MXCJM >L T<YLW L LKT L B> L RCT >T H >RY,L B>,,no complement,,,,,,,
139337,HLK[,MT,Judges,19,10,JLK,W L> >BH H >JC L LWN W JQM W JLK W JB> <D NKX JBWS HJ> JRWCLM W <MW YMD XMWRJM XBWCJM W PJLGCW <MW,W JLK,,no complement,,,,,,,
139339,BW>[,MT,Judges,19,10,JB>,W L> >BH H >JC L LWN W JQM W JLK W JB> <D NKX JBWS HJ> JRWCLM W <MW YMD XMWRJM XBWCJM W PJLGCW <MW,W JB> <D NKX JBWS,,<D NKX JBWS,prep,det,0,<D,,,
139367,HLK[,MT,Judges,19,11,LKH,HM <M JBWS W H JWM RD M>D W J>MR H N<R >L >DNJW LKH N> W NSWRH >L <JR H JBWSJ H Z>T W NLJN BH,LKH N>,,no complement,,,,,,,
139370,SWR[,MT,Judges,19,11,NSWRH,HM <M JBWS W H JWM RD M>D W J>MR H N<R >L >DNJW LKH N> W NSWRH >L <JR H JBWSJ H Z>T W NLJN BH,W NSWRH >L <JR H JBWSJ H Z>T,,>L <JR H JBWSJ H Z>T,prep,det,0,>L,,,
139385,SWR[,MT,Judges,19,12,NSWR,W J>MR >LJW >DNJW L> NSWR >L <JR NKRJ >CR L> M BNJ JFR>L HNH W <BRNW <D GB<H,L> NSWR >L <JR NKRJ,,>L <JR NKRJ,prep,det,0,>L,,,
139396,<BR[,MT,Judges,19,12,<BRNW,W J>MR >LJW >DNJW L> NSWR >L <JR NKRJ >CR L> M BNJ JFR>L HNH W <BRNW <D GB<H,W <BRNW <D GB<H,,<D GB<H,prep,det,0,<D,,,
139403,HLK[,MT,Judges,19,13,LK,W J>MR L N<RW LK W NQRBH B >XD H MQMWT W LNW B GB<H >W B RMH,LK,,no complement,,,,,,,
139405,QRB[,MT,Judges,19,13,NQRBH,W J>MR L N<RW LK W NQRBH B >XD H MQMWT W LNW B GB<H >W B RMH,W NQRBH B >XD H MQMWT,,B >XD H MQMWT,prep,det,0,B,,,
139420,<BR[,MT,Judges,19,14,J<BRW,W J<BRW W JLKW W TB> LHM H CMC >YL H GB<H >CR L BNJMN,W J<BRW,,no complement,,,,,,,
139422,HLK[,MT,Judges,19,14,JLKW,W J<BRW W JLKW W TB> LHM H CMC >YL H GB<H >CR L BNJMN,W JLKW,,no complement,,,,,,,
139424,BW>[,MT,Judges,19,14,TB>,W J<BRW W JLKW W TB> LHM H CMC >YL H GB<H >CR L BNJMN,W TB> LHM H CMC >YL H GB<H,H CMC,no complement,,,,,,,
139435,SWR[,MT,Judges,19,15,JSRW,W JSRW CM L BW> L LWN B GB<H W JB> W JCB B RXWB H <JR W >JN >JC M>SP >WTM H BJTH L LWN,W JSRW CM,,CM,vc,det,0,,,,
139438,BW>[,MT,Judges,19,15,BW>,W JSRW CM L BW> L LWN B GB<H W JB> W JCB B RXWB H <JR W >JN >JC M>SP >WTM H BJTH L LWN,L BW>,,no complement,,,,,,,
139445,BW>[,MT,Judges,19,15,JB>,W JSRW CM L BW> L LWN B GB<H W JB> W JCB B RXWB H <JR W >JN >JC M>SP >WTM H BJTH L LWN,W JB>,,no complement,,,,,,,
139465,BW>[,MT,Judges,19,16,B>,W HNH >JC ZQN B> MN M<FHW MN H FDH B <RB W H >JC M HR >PRJM W HW> GR B GB<H W >NCJ H MQWM BNJ JMJNJ,W HNH >JC ZQN B> MN M<FHW MN H FDH B <RB,>JC ZQN,MN M<FHW MN H FDH,prep + prep,det,0,MN,MN,,
139513,HLK[,MT,Judges,19,17,TLK,W JF> <JNJW W JR> >T H >JC H >RX B RXB H <JR W J>MR H >JC H ZQN >NH TLK W M >JN TBW>,>NH TLK,,>NH,vc,det,0,,,,
139517,BW>[,MT,Judges,19,17,TBW>,W JF> <JNJW W JR> >T H >JC H >RX B RXB H <JR W J>MR H >JC H ZQN >NH TLK W M >JN TBW>,W M >JN TBW>,,M >JN,prep,det,0,M,,,
139521,<BR[,MT,Judges,19,18,<BRJM,W J>MR >LJW <BRJM >NXNW M BJT_LXM JHWDH <D JRKTJ HR >PRJM M CM >NKJ W >LK <D BJT_LXM JHWDH W >T BJT JHWH >NJ HLK W >JN >JC M>SP >WTJ H BJTH,<BRJM >NXNW M BJT_LXM JHWDH <D JRKTJ HR >PRJM,>NXNW,M BJT_LXM JHWDH <D JRKTJ HR >PRJM,prep + prep,det,0,M,<D,,
139534,HLK[,MT,Judges,19,18,>LK,W J>MR >LJW <BRJM >NXNW M BJT_LXM JHWDH <D JRKTJ HR >PRJM M CM >NKJ W >LK <D BJT_LXM JHWDH W >T BJT JHWH >NJ HLK W >JN >JC M>SP >WTJ H BJTH,W >LK <D BJT_LXM JHWDH,,<D BJT_LXM JHWDH,prep,det,0,<D,,,
139543,HLK[,MT,Judges,19,18,HLK,W J>MR >LJW <BRJM >NXNW M BJT_LXM JHWDH <D JRKTJ HR >PRJM M CM >NKJ W >LK <D BJT_LXM JHWDH W >T BJT JHWH >NJ HLK W >JN >JC M>SP >WTJ H BJTH,W >T BJT JHWH >NJ HLK,>NJ,no complement,,,,,,,
139120,HLK[,MT,Judges,19,2,TLK,W TZNH <LJW PJLGCW W TLK M >TW >L BJT >BJH >L BJT_LXM JHWDH W THJ CM JMJM >RB<H XDCJM,W TLK M >TW >L BJT >BJH >L BJT_LXM JHWDH,,M >TW,prep + prep,det,0,M,>TW,,
139120,HLK[,MT,Judges,19,2,TLK,W TZNH <LJW PJLGCW W TLK M >TW >L BJT >BJH >L BJT_LXM JHWDH W THJ CM JMJM >RB<H XDCJM,W TLK M >TW >L BJT >BJH >L BJT_LXM JHWDH,,>L BJT >BJH >L BJT_LXM JHWDH,prep + prep,det,0,>L,>L,,
139598,BW>[,MT,Judges,19,21,JBJ>HW,W JBJ>HW L BJTW W JBWL L XMWRJM W JRXYW RGLJHM W J>KLW W JCTW,W JBJ>HW L BJTW,,L BJTW,prep,det,0,L,,,
139645,JY>[,MT,Judges,19,22,HWY>,HMH MJVJBJM >T LBM W HNH >NCJ H <JR >NCJ BNJ BLJ<L NSBW >T H BJT MTDPQJM <L H DLT W J>MRW >L H >JC B<L H BJT H ZQN L >MR HWY> >T H >JC >CR B> >L BJTK W ND<NW,HWY> >T H >JC,,no complement,,,,,,,
139650,BW>[,MT,Judges,19,22,B>,HMH MJVJBJM >T LBM W HNH >NCJ H <JR >NCJ BNJ BLJ<L NSBW >T H BJT MTDPQJM <L H DLT W J>MRW >L H >JC B<L H BJT H ZQN L >MR HWY> >T H >JC >CR B> >L BJTK W ND<NW,>CR B> >L BJTK,,>L BJTK,prep,det,0,>L,,,
139656,JY>[,MT,Judges,19,23,JY>,W JY> >LJHM H >JC B<L H BJT W J>MR >LHM >L >XJ >L TR<W N> >XRJ >CR B> H >JC H ZH >L BJTJ >L T<FW >T H NBLH H Z>T,W JY> >LJHM H >JC B<L H BJT,H >JC B<L H BJT,>LJHM,prep,det,0,>LJHM,,,
139673,BW>[,MT,Judges,19,23,B>,W JY> >LJHM H >JC B<L H BJT W J>MR >LHM >L >XJ >L TR<W N> >XRJ >CR B> H >JC H ZH >L BJTJ >L T<FW >T H NBLH H Z>T,>XRJ >CR B> H >JC H ZH >L BJTJ,H >JC H ZH,>L BJTJ,prep,det,0,>L,,,
139693,JY>[,MT,Judges,19,24,>WYJ>H,HNH BTJ H BTWLH W PJLGCHW >WYJ>H N> >WTM W <NW >WTM W <FW LHM H VWB B <JNJKM W L >JC H ZH L> T<FW DBR H NBLH H Z>T,>WYJ>H N> >WTM,,no complement,,,,,,,
139734,JY>[,MT,Judges,19,25,JY>,W L> >BW H >NCJM L CM< LW W JXZQ H >JC B PJLGCW W JY> >LJHM H XWY W JD<W >WTH W JT<LLW BH KL H LJLH <D H BQR W JCLXWH B <LWT H CXR,W JY> >LJHM H XWY,,>LJHM,prep,det,0,>LJHM,,,
139734,JY>[,MT,Judges,19,25,JY>,W L> >BW H >NCJM L CM< LW W JXZQ H >JC B PJLGCW W JY> >LJHM H XWY W JD<W >WTH W JT<LLW BH KL H LJLH <D H BQR W JCLXWH B <LWT H CXR,W JY> >LJHM H XWY,,H XWY,vc,det,0,,,,
139753,<LH[,MT,Judges,19,25,<LWT,W L> >BW H >NCJM L CM< LW W JXZQ H >JC B PJLGCW W JY> >LJHM H XWY W JD<W >WTH W JT<LLW BH KL H LJLH <D H BQR W JCLXWH B <LWT H CXR,B <LWT H CXR,H CXR,no complement,,,,,,,
139757,BW>[,MT,Judges,19,26,TB>,W TB> H >CH L PNWT H BQR W TPL PTX BJT H >JC >CR >DWNJH CM <D H >WR,W TB> H >CH,H >CH,no complement,,,,,,,
139765,NPL[,MT,Judges,19,26,TPL,W TB> H >CH L PNWT H BQR W TPL PTX BJT H >JC >CR >DWNJH CM <D H >WR,W TPL PTX BJT H >JC <D H >WR,,no complement,,,,,,,
139788,JY>[,MT,Judges,19,27,JY>,W JQM >DNJH B BQR W JPTX DLTWT H BJT W JY> L LKT L DRKW W HNH H >CH PJLGCW NPLT PTX H BJT W JDJH <L H SP,W JY>,,no complement,,,,,,,
139790,HLK[,MT,Judges,19,27,LKT,W JQM >DNJH B BQR W JPTX DLTWT H BJT W JY> L LKT L DRKW W HNH H >CH PJLGCW NPLT PTX H BJT W JDJH <L H SP,L LKT L DRKW,,L DRKW,prep,det,0,L,,,
139798,NPL[,MT,Judges,19,27,NPLT,W JQM >DNJH B BQR W JPTX DLTWT H BJT W JY> L LKT L DRKW W HNH H >CH PJLGCW NPLT PTX H BJT W JDJH <L H SP,W HNH H >CH PJLGCW NPLT PTX H BJT,H >CH PJLGCW,no complement,,,,,,,
139812,HLK[,MT,Judges,19,28,NLKH,W J>MR >LJH QWMJ W NLKH W >JN <NH W JQXH <L H XMWR W JQM H >JC W JLK L MQMW,W NLKH,,no complement,,,,,,,
139826,HLK[,MT,Judges,19,28,JLK,W J>MR >LJH QWMJ W NLKH W >JN <NH W JQXH <L H XMWR W JQM H >JC W JLK L MQMW,W JLK L MQMW,,L MQMW,prep,det,0,L,,,
139830,BW>[,MT,Judges,19,29,JB>,W JB> >L BJTW W JQX >T H M>KLT W JXZQ B PJLGCW W JNTXH L <YMJH L CNJM <FR NTXJM W JCLXH B KL GBWL JFR>L,W JB> >L BJTW,,>L BJTW,prep,det,0,>L,,,
139139,HLK[,MT,Judges,19,3,JLK,W JQM >JCH W JLK >XRJH L DBR <L LBH L HCJBW W N<RW <MW W YMD XMRJM W TBJ>HW BJT >BJH W JR>HW >BJ H N<RH W JFMX L QR>TW,W JLK >XRJH,,>XRJH,vc,det,0,,,,
139146,CWB[,MT,Judges,19,3,HCJBW,W JQM >JCH W JLK >XRJH L DBR <L LBH L HCJBW W N<RW <MW W YMD XMRJM W TBJ>HW BJT >BJH W JR>HW >BJ H N<RH W JFMX L QR>TW,L HCJBW,,no complement,,,,,,,
139154,BW>[,MT,Judges,19,3,TBJ>HW,W JQM >JCH W JLK >XRJH L DBR <L LBH L HCJBW W N<RW <MW W YMD XMRJM W TBJ>HW BJT >BJH W JR>HW >BJ H N<RH W JFMX L QR>TW,W TBJ>HW BJT >BJH,,BJT >BJH,vc,det,0,,,,
139873,<LH[,MT,Judges,19,30,<LWT,W HJH KL H R>H W >MR L> NHJTH W L> NR>TH K Z>T L M JWM <LWT BNJ JFR>L M >RY MYRJM <D H JWM H ZH FJMW LKM <LJH <YW W DBRW,<LWT BNJ JFR>L M >RY MYRJM,BNJ JFR>L,M >RY MYRJM,prep,det,0,M,,,
139200,HLK[,MT,Judges,19,5,LKT,W JHJ B JWM H RBJ<J W JCKJMW B BQR W JQM L LKT W J>MR >BJ H N<RH >L XTNW S<D LBK PT LXM W >XR TLKW,L LKT,,no complement,,,,,,,
139214,HLK[,MT,Judges,19,5,TLKW,W JHJ B JWM H RBJ<J W JCKJMW B BQR W JQM L LKT W J>MR >BJ H N<RH >L XTNW S<D LBK PT LXM W >XR TLKW,W >XR TLKW,,no complement,,,,,,,
139243,HLK[,MT,Judges,19,7,LKT,W JQM H >JC L LKT W JPYR BW XTNW W JCB W JLN CM,L LKT,,no complement,,,,,,,
139249,CWB[,MT,Judges,19,7,JCB,W JQM H >JC L LKT W JPYR BW XTNW W JCB W JLN CM,W JCB,,no complement,,,,,,,
139264,HLK[,MT,Judges,19,8,LKT,W JCKM B BQR B JWM H XMJCJ L LKT W J>MR >BJ H N<RH S<D N> LBBK W HTMHMHW <D NVWT H JWM W J>KLW CNJHM,L LKT,,no complement,,,,,,,
139287,HLK[,MT,Judges,19,9,LKT,W JQM H >JC L LKT HW> W PJLGCW W N<RW W J>MR LW XTNW >BJ H N<RH HNH N> RPH H JWM L <RB LJNW N> HNH XNWT H JWM LJN PH W JJVB LBBK W HCKMTM MXR L DRKKM W HLKT L >HLK,L LKT,,no complement,,,,,,,
139324,HLK[,MT,Judges,19,9,HLKT,W JQM H >JC L LKT HW> W PJLGCW W N<RW W J>MR LW XTNW >BJ H N<RH HNH N> RPH H JWM L <RB LJNW N> HNH XNWT H JWM LJN PH W JJVB LBBK W HCKMTM MXR L DRKKM W HLKT L >HLK,W HLKT L >HLK,,L >HLK,prep,det,0,L,,,
128209,<LH[,MT,Judges,2,1,J<L,W J<L ML>K JHWH MN H GLGL >L H BKJM W J>MR ><LH >TKM M MYRJM W >BJ> >TKM >L H >RY >CR NCB<TJ L >BTJKM W >MR L> >PR BRJTJ >TKM L <WLM,W J<L ML>K JHWH MN H GLGL >L H BKJM,ML>K JHWH,MN H GLGL,prep,det,0,MN,,,
128209,<LH[,MT,Judges,2,1,J<L,W J<L ML>K JHWH MN H GLGL >L H BKJM W J>MR ><LH >TKM M MYRJM W >BJ> >TKM >L H >RY >CR NCB<TJ L >BTJKM W >MR L> >PR BRJTJ >TKM L <WLM,W J<L ML>K JHWH MN H GLGL >L H BKJM,ML>K JHWH,>L H BKJM,prep,det,0,>L,,,
128220,<LH[,MT,Judges,2,1,><LH,W J<L ML>K JHWH MN H GLGL >L H BKJM W J>MR ><LH >TKM M MYRJM W >BJ> >TKM >L H >RY >CR NCB<TJ L >BTJKM W >MR L> >PR BRJTJ >TKM L <WLM,><LH >TKM M MYRJM,,M MYRJM,prep,det,0,M,,,
128225,BW>[,MT,Judges,2,1,>BJ>,W J<L ML>K JHWH MN H GLGL >L H BKJM W J>MR ><LH >TKM M MYRJM W >BJ> >TKM >L H >RY >CR NCB<TJ L >BTJKM W >MR L> >PR BRJTJ >TKM L <WLM,W >BJ> >TKM >L H >RY,,>L H >RY,prep,det,0,>L,,,
128446,JY>[,MT,Judges,2,12,MWYJ>,W J<ZBW >T JHWH >LHJ >BWTM H MWYJ> >WTM M >RY MYRJM W JLKW >XRJ >LHJM >XRJM M >LHJ H <MJM >CR SBJBWTJHM W JCTXWW LHM W JK<SW >T JHWH,H MWYJ> >WTM M >RY MYRJM,,M >RY MYRJM,prep,det,0,M,,,
128452,HLK[,MT,Judges,2,12,JLKW,W J<ZBW >T JHWH >LHJ >BWTM H MWYJ> >WTM M >RY MYRJM W JLKW >XRJ >LHJM >XRJM M >LHJ H <MJM >CR SBJBWTJHM W JCTXWW LHM W JK<SW >T JHWH,W JLKW >XRJ >LHJM >XRJM M >LHJ H <MJM,,>XRJ >LHJM >XRJM M >LHJ H <MJM,prep,det,0,M,,,
128515,JY>[,MT,Judges,2,15,JY>W,B KL >CR JY>W JD JHWH HJTH BM L R<H K >CR DBR JHWH W K >CR NCB< JHWH LHM W JYR LHM M>D,>CR JY>W,,no complement,,,,,,,
128559,SWR[,MT,Judges,2,17,SRW,W GM >L CPVJHM L> CM<W KJ ZNW >XRJ >LHJM >XRJM W JCTXWW LHM SRW MHR MN H DRK >CR HLKW >BWTM L CM< MYWT JHWH L> <FW KN,SRW MHR MN H DRK,,MN H DRK,prep,det,0,MN,,,
128565,HLK[,MT,Judges,2,17,HLKW,W GM >L CPVJHM L> CM<W KJ ZNW >XRJ >LHJM >XRJM W JCTXWW LHM SRW MHR MN H DRK >CR HLKW >BWTM L CM< MYWT JHWH L> <FW KN,>CR HLKW >BWTM,>BWTM,no complement,,,,,,,
